SalesOrderID,OrderDate,DueDate,ShipDate,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,SubTotal,Freight,TotalDue
49454,05-03-2019,12-03-2019,11-03-2019,SO49454,PO17690116637,10-4020-000047,47,285,6192.88,185.65,6378.53
49455,06-03-2019,13-03-2019,13-03-2019,SO49455,PO16994117637,10-4020-000306,306,277,469.79,14.09,483.88
49456,06-03-2019,13-03-2019,13-03-2019,SO49456,PO16269159462,10-4020-000624,624,281,624.73,18.08,642.81
49457,06-03-2019,13-03-2019,13-03-2019,SO49457,PO15979195348,10-4020-000349,349,276,67.54,2.08,69.62
49458,06-03-2019,13-03-2019,14-03-2019,SO49458,PO14210197528,10-4020-000030,30,278,198.04,6.11,204.15
49459,06-03-2019,13-03-2019,15-03-2019,SO49459,PO12934143167,10-4020-000406,406,285,648.9,20.01,668.91
49460,06-03-2019,13-03-2019,11-03-2019,SO49460,PO11977194622,10-4020-000675,675,279,2186.54,66.2,2252.74
49461,06-03-2019,13-03-2019,15-03-2019,SO49461,PO10295158772,10-4020-000322,322,282,182.32,4.94,187.26
49462,07-03-2019,14-03-2019,18-03-2019,SO49462,PO348133580,10-4020-000609,609,276,648.9,20.01,668.91
49463,07-03-2019,14-03-2019,13-03-2019,SO49463,PO725138585,10-4020-000291,291,275,2539.68,75.79,2615.47
49464,07-03-2019,14-03-2019,12-03-2019,SO49464,PO841195010,10-4020-000254,254,280,34217.99,1030.04,35248.03
49465,07-03-2019,14-03-2019,15-03-2019,SO49465,PO1624120205,10-4020-000579,579,275,41071.7,1228.96,42300.66
49466,07-03-2019,14-03-2019,18-03-2019,SO49466,PO1450193908,10-4020-000571,571,286,8629.01,258.8,8887.81
49467,08-03-2019,15-03-2019,12-03-2019,SO49467,PO1798127190,10-4020-000010,10,285,38254.32,1147.32,39401.64
49468,08-03-2019,15-03-2019,13-03-2019,SO49468,PO1885116335,10-4020-000588,588,278,36476.15,1093.99,37570.14
49469,08-03-2019,15-03-2019,12-03-2019,SO49469,PO2001111844,10-4020-000701,701,285,667.83,20.2,688.03
49470,08-03-2019,15-03-2019,14-03-2019,SO49470,PO2407163751,10-4020-000225,225,279,546.99,15.91,562.9
49471,09-03-2019,15-03-2019,19-03-2019,SO49471,PO2378142407,10-4020-000635,635,282,2525.44,75.76,2601.2
49472,09-03-2019,15-03-2019,13-03-2019,SO49472,PO2697138792,10-4020-000187,187,276,14819.61,446.44,15266.05
49473,09-03-2019,15-03-2019,12-03-2019,SO49473,PO2813142084,10-4020-000090,90,277,13841.3976,409.98,14251.3776
49474,09-03-2019,15-03-2019,18-03-2019,SO49474,PO2610118371,10-4020-000489,489,275,2472.31,74.17,2546.48
49475,10-03-2019,15-03-2019,14-03-2019,SO49475,PO3132162787,10-4020-000219,219,275,67.54,2.08,69.62
49476,11-03-2019,18-03-2019,14-03-2019,SO49476,PO3190193380,10-4020-000575,575,277,17725.07,533.77,18258.84
49477,11-03-2019,18-03-2019,14-03-2019,SO49477,PO3103192855,10-4020-000147,147,275,7046.85,211.41,7258.26
49478,11-03-2019,18-03-2019,18-03-2019,SO49478,PO18125165184,10-4020-000311,311,281,1833.89,55.32,1889.21
49479,11-03-2019,18-03-2019,14-03-2019,SO49479,PO11455112131,10-4020-000072,72,277,80564.4988,2421.8,82986.2988
49480,11-03-2019,18-03-2019,15-03-2019,SO49480,PO19401115391,10-4020-000173,173,285,45661.89,1368.61,47030.5
49481,12-03-2019,19-03-2019,15-03-2019,SO49481,PO10701112208,10-4020-000133,133,276,36850.4048,1105.98,37956.3848
49482,12-03-2019,19-03-2019,20-03-2019,SO49482,PO11165189258,10-4020-000586,586,285,5009,150,5159
49483,12-03-2019,19-03-2019,14-03-2019,SO49483,PO9686173262,10-4020-000457,457,276,6125.12,186.3,6311.42
49484,12-03-2019,19-03-2019,19-03-2019,SO49484,PO18299142683,10-4020-000118,118,285,20587.34,615.18,21202.52
49485,13-03-2019,20-03-2019,15-03-2019,SO49485,PO17545171443,10-4020-000155,155,285,86352.24,2588.7,88940.94
49486,13-03-2019,20-03-2019,21-03-2019,SO49486,PO16124154108,10-4020-000649,649,276,4228.11,126.84,4354.95
49487,13-03-2019,20-03-2019,18-03-2019,SO49487,PO9048166119,10-4020-000652,652,279,1366.2,40.59,1406.79
49488,13-03-2019,20-03-2019,18-03-2019,SO49488,PO15515149078,10-4020-000481,481,286,31541.43,950.18,32491.61
49489,14-03-2019,21-03-2019,21-03-2019,SO49489,PO16182158783,10-4020-000023,23,281,11605.158,347.48,11952.638
49490,15-03-2019,22-03-2019,26-03-2019,SO49490,PO19343175441,10-4020-000024,24,276,44295.3802,1322.59,45617.9702
49491,15-03-2019,22-03-2019,19-03-2019,SO49491,PO15834193758,10-4020-000417,417,275,183.94,5.67,189.61
49492,15-03-2019,22-03-2019,22-03-2019,SO49492,PO19633118522,10-4020-000149,149,281,32553.12,976.29,33529.41
49493,15-03-2019,22-03-2019,20-03-2019,SO49493,PO17487116172,10-4020-000692,692,287,4228.11,126.84,4354.95
49494,15-03-2019,22-03-2019,26-03-2019,SO49494,PO17139199930,10-4020-000644,644,287,18993,572.64,19565.64
49495,15-03-2019,22-03-2019,22-03-2019,SO49495,PO9570115481,10-4020-000585,585,279,24232.6425,725.76,24958.4025
49496,15-03-2019,22-03-2019,21-03-2019,SO49496,PO10614179686,10-4020-000461,461,285,43758,1311.76,45069.76
49497,16-03-2019,22-03-2019,26-03-2019,SO49497,PO7946169268,10-4020-000438,438,276,10335.38,310.06,10645.44
49498,16-03-2019,22-03-2019,22-03-2019,SO49498,PO16472151816,10-4020-000239,239,281,57027.48,1717.92,58745.4
49499,16-03-2019,22-03-2019,22-03-2019,SO49499,PO15341196181,10-4020-000327,327,275,32712.33,980.53,33692.86
49500,17-03-2019,22-03-2019,21-03-2019,SO49500,PO14152180993,10-4020-000037,37,287,537.33,16.18,553.51
49501,17-03-2019,22-03-2019,26-03-2019,SO49501,PO17574111786,10-4020-000678,678,285,47270.9116,1422.11,48693.0216
49502,18-03-2019,25-03-2019,20-03-2019,SO49502,PO14268145224,10-4020-000418,418,275,41602.35,1246.4,42848.75
49503,18-03-2019,25-03-2019,26-03-2019,SO49503,PO13543189827,10-4020-000293,293,281,3372.38,103.44,3475.82
49504,18-03-2019,25-03-2019,27-03-2019,SO49504,PO12673121193,10-4020-000499,499,286,19662.59,590.73,20253.32
49505,19-03-2019,26-03-2019,26-03-2019,SO49505,PO15486168086,10-4020-000121,121,286,22.79,0.62,23.41
49506,19-03-2019,26-03-2019,25-03-2019,SO49506,PO13717198252,10-4020-000473,473,281,823.07,24.76,847.83
49507,20-03-2019,27-03-2019,27-03-2019,SO49507,PO14790133950,10-4020-000497,497,285,26975.81,808.24,27784.05
49508,20-03-2019,27-03-2019,22-03-2019,SO49508,PO12876113639,10-4020-000300,300,278,1376.48,41.35,1417.83
49509,20-03-2019,27-03-2019,26-03-2019,SO49509,PO9599181538,10-4020-000170,170,279,89758.34,2693.15,92451.49
49510,20-03-2019,27-03-2019,27-03-2019,SO49510,PO8468119179,10-4020-000016,16,282,47083.99,1411.79,48495.78
49511,20-03-2019,27-03-2019,22-03-2019,SO49511,PO11107118911,10-4020-000156,156,278,2348.95,70.47,2419.42
49512,20-03-2019,27-03-2019,27-03-2019,SO49512,PO12354152645,10-4020-000197,197,277,19309.78,578.57,19888.35
49513,21-03-2019,28-03-2019,25-03-2019,SO49513,PO10962181499,10-4020-000685,685,278,25725.3416,772.38,26497.7216
49514,21-03-2019,28-03-2019,25-03-2019,SO49514,PO11890155165,10-4020-000472,472,275,22.79,0.62,23.41
49515,21-03-2019,28-03-2019,26-03-2019,SO49515,PO9715144044,10-4020-000490,490,275,29669.53,897.07,30566.6
49516,21-03-2019,28-03-2019,01-04-2019,SO49516,PO9106137121,10-4020-000602,602,279,1317.69,39.59,1357.28
49517,22-03-2019,29-03-2019,29-03-2019,SO49517,PO14239120078,10-4020-000550,550,285,2818.74,84.56,2903.3
49518,22-03-2019,29-03-2019,02-04-2019,SO49518,PO9483189305,10-4020-000054,54,277,31319.44,934.78,32254.22
49519,22-03-2019,29-03-2019,02-04-2019,SO49519,PO14906181917,10-4020-000424,424,285,94.37,2.47,96.84
49520,22-03-2019,29-03-2019,01-04-2019,SO49520,PO9744118652,10-4020-000098,98,279,2595.66,77.47,2673.13
49521,22-03-2019,29-03-2019,01-04-2019,SO49521,PO8671117542,10-4020-000502,502,282,33205.13,1004.93,34210.06
49522,23-03-2019,29-03-2019,27-03-2019,SO49522,PO3770131139,10-4020-000151,151,276,1601.52,48.84,1650.36
49523,23-03-2019,29-03-2019,29-03-2019,SO49523,PO3915144057,10-4020-000130,130,275,22612.23,675.04,23287.27
49524,23-03-2019,29-03-2019,02-04-2019,SO49524,PO4089179431,10-4020-000368,368,279,3916.28,116.82,4033.1
49525,23-03-2019,29-03-2019,29-03-2019,SO49525,PO4002117785,10-4020-000674,674,276,1409.37,42.28,1451.65
49526,24-03-2019,29-03-2019,27-03-2019,SO49526,PO3886156844,10-4020-000165,165,275,2348.95,70.47,2419.42
49527,24-03-2019,29-03-2019,27-03-2019,SO49527,PO4640129987,10-4020-000648,648,281,34916.34,1048.04,35964.38
49528,24-03-2019,29-03-2019,28-03-2019,SO49528,PO4582190059,10-4020-000025,25,276,803.02,23.19,826.21
49529,24-03-2019,29-03-2019,27-03-2019,SO49529,PO4437195427,10-4020-000039,39,275,417.97,12.75,430.72
49530,25-03-2019,01-04-2019,03-04-2019,SO49530,PO4408110478,10-4020-000143,143,277,1633.39,49.27,1682.66
49531,25-03-2019,01-04-2019,29-03-2019,SO49531,PO4756157596,10-4020-000126,126,277,4228.11,126.84,4354.95
49532,25-03-2019,01-04-2019,03-04-2019,SO49532,PO5539144637,10-4020-000061,61,276,40309.84,1208.66,41518.5
49533,26-03-2019,02-04-2019,04-04-2019,SO49533,PO5597155395,10-4020-000075,75,275,26460.99,794.65,27255.64
49534,27-03-2019,03-04-2019,03-04-2019,SO49534,PO5510112224,10-4020-000005,5,281,7046.85,211.41,7258.26
49535,27-03-2019,03-04-2019,03-04-2019,SO49535,PO5974140703,10-4020-000330,330,276,202.33,6.24,208.57
49536,27-03-2019,03-04-2019,03-04-2019,SO49536,PO6090119668,10-4020-000690,690,277,396.08,12.21,408.29
49537,27-03-2019,03-04-2019,01-04-2019,SO49537,PO6873168148,10-4020-000238,238,275,469.79,14.09,483.88
49538,28-03-2019,04-04-2019,08-04-2019,SO49538,PO6786132021,10-4020-000003,3,275,23382.97,697.5,24080.47
49539,28-03-2019,04-04-2019,01-04-2019,SO49539,PO7192198137,10-4020-000020,20,283,3792.93,113.52,3906.45
49540,28-03-2019,04-04-2019,03-04-2019,SO49540,PO6757123714,10-4020-000021,21,275,17253.96,522.79,17776.75
49541,29-03-2019,05-04-2019,03-04-2019,SO49541,PO7569133326,10-4020-000608,608,281,36603.09,1110.08,37713.17
49542,29-03-2019,05-04-2019,03-04-2019,SO49542,PO7018194386,10-4020-000695,695,275,2527.29,75.62,2602.91
49543,29-03-2019,05-04-2019,02-04-2019,SO49543,PO7395194650,10-4020-000542,542,280,209.26,6.45,215.71
49544,29-03-2019,05-04-2019,09-04-2019,SO49544,PO8294194867,10-4020-000488,488,283,405.59,12.51,418.1
49545,29-03-2019,05-04-2019,04-04-2019,SO49545,PO8352162087,10-4020-000636,636,277,418.82,12.48,431.3
49546,30-03-2019,05-04-2019,08-04-2019,SO49546,PO8700111385,10-4020-000665,665,282,113.95,3.09,117.04
49547,30-03-2019,05-04-2019,08-04-2019,SO49547,PO9019134699,10-4020-000576,576,277,2485.7,74.57,2560.27
49548,30-03-2019,05-04-2019,04-04-2019,SO49548,PO8903146134,10-4020-000235,235,287,6577.06,197.31,6774.37
49821,01-04-2019,08-04-2019,08-04-2019,SO49821,PO551117366,10-4020-000004,4,275,78174.79,2353.35,80528.14
49822,01-04-2019,08-04-2019,05-04-2019,SO49822,PO522119337,10-4020-000676,676,279,32230.17,964.85,33195.02
49823,01-04-2019,08-04-2019,10-04-2019,SO49823,PO19314153883,10-4020-000622,622,275,4226.44,126.9,4353.34
49824,01-04-2019,08-04-2019,08-04-2019,SO49824,PO18009173016,10-4020-000510,510,276,44.99,1.22,46.21
49825,02-04-2019,09-04-2019,09-04-2019,SO49825,PO17197161242,10-4020-000125,125,277,33587.708,1012.11,34599.818
49826,02-04-2019,09-04-2019,05-04-2019,SO49826,PO16588178669,10-4020-000146,146,283,73963.0873,2222.64,76185.7273
49827,02-04-2019,09-04-2019,04-04-2019,SO49827,PO15312199090,10-4020-000299,299,285,39283.0334,1177.34,40460.3734
49828,02-04-2019,09-04-2019,10-04-2019,SO49828,PO14732189078,10-4020-000514,514,285,88327.705,2661.78,90989.485
49829,03-04-2019,10-04-2019,08-04-2019,SO49829,PO14094162053,10-4020-000253,253,287,1691.3,50.55,1741.85
49830,04-04-2019,11-04-2019,12-04-2019,SO49830,PO13514120406,10-4020-000337,337,286,458.77,13.75,472.52
49831,04-04-2019,11-04-2019,11-04-2019,SO49831,PO13688123267,10-4020-000475,475,276,47965.1126,1439.43,49404.5426
49832,05-04-2019,12-04-2019,11-04-2019,SO49832,PO13659150841,10-4020-000437,437,281,36206.0228,1089.75,37295.7728
49833,05-04-2019,12-04-2019,09-04-2019,SO49833,PO13340158028,10-4020-000355,355,286,39666.03,1189.74,40855.77
49834,05-04-2019,12-04-2019,09-04-2019,SO49834,PO13485138907,10-4020-000265,265,286,4336.79,128.21,4465
49835,06-04-2019,12-04-2019,11-04-2019,SO49835,PO12615187380,10-4020-000440,440,279,213.52,5.78,219.3
49836,06-04-2019,12-04-2019,09-04-2019,SO49836,PO12644185975,10-4020-000530,530,279,45570.93,1367.43,46938.36
49837,08-04-2019,15-04-2019,10-04-2019,SO49837,PO12412160791,10-4020-000670,670,275,89596.15,2691.93,92288.08
49838,08-04-2019,15-04-2019,11-04-2019,SO49838,PO10237112641,10-4020-000041,41,281,6016.6,180.15,6196.75
49839,09-04-2019,16-04-2019,16-04-2019,SO49839,PO10527179463,10-4020-000480,480,278,7907.5,237.25,8144.75
49840,09-04-2019,16-04-2019,17-04-2019,SO49840,PO10730155465,10-4020-000491,491,281,2131.87,64.01,2195.88
49841,09-04-2019,16-04-2019,12-04-2019,SO49841,PO10817181706,10-4020-000203,203,281,43579.34,1307.64,44886.98
49842,10-04-2019,17-04-2019,17-04-2019,SO49842,PO9976195169,10-4020-000242,242,279,324.45,10,334.45
49843,10-04-2019,17-04-2019,15-04-2019,SO49843,PO11484175391,10-4020-000594,594,277,80512.2235,2419.84,82932.0635
49844,10-04-2019,17-04-2019,19-04-2019,SO49844,PO899181442,10-4020-000290,290,283,75104.2938,2276.51,77380.8038
49845,11-04-2019,18-04-2019,22-04-2019,SO49845,PO1189111527,10-4020-000423,423,279,4228.11,126.84,4354.95
49846,11-04-2019,18-04-2019,18-04-2019,SO49846,PO1392138093,10-4020-000019,19,287,249.54,7.69,257.23
49847,11-04-2019,18-04-2019,22-04-2019,SO49847,PO1421143918,10-4020-000325,325,287,281.8628,7.88,289.7428
49848,12-04-2019,19-04-2019,17-04-2019,SO49848,PO1711148241,10-4020-000245,245,285,59222.4044,1793.98,61016.3844
49849,13-04-2019,19-04-2019,18-04-2019,SO49849,PO2552190786,10-4020-000506,506,280,49152.3758,1484.67,50637.0458
49850,13-04-2019,19-04-2019,19-04-2019,SO49850,PO2929118431,10-4020-000380,380,283,5373.12,159.91,5533.03
49851,13-04-2019,19-04-2019,17-04-2019,SO49851,PO2494142030,10-4020-000184,184,275,37216.5872,1116.59,38333.1772
49852,14-04-2019,19-04-2019,17-04-2019,SO49852,PO2581189096,10-4020-000698,698,276,6712.14,201.48,6913.62
49853,14-04-2019,19-04-2019,18-04-2019,SO49853,PO3016193618,10-4020-000183,183,275,4030.23,119.91,4150.14
49854,14-04-2019,19-04-2019,16-04-2019,SO49854,PO3538111012,10-4020-000229,229,286,669.09,20.51,689.6
49855,15-04-2019,22-04-2019,23-04-2019,SO49855,PO18473166459,10-4020-000442,442,285,36114.6196,1080.92,37195.5396
49856,15-04-2019,22-04-2019,18-04-2019,SO49856,PO18444116791,10-4020-000227,227,285,86085.4354,2620.31,88705.7454
49857,15-04-2019,22-04-2019,22-04-2019,SO49857,PO18850138648,10-4020-000117,117,279,44.99,1.22,46.21
49858,15-04-2019,22-04-2019,23-04-2019,SO49858,PO16443170184,10-4020-000398,398,283,469.79,14.09,483.88
49859,16-04-2019,23-04-2019,24-04-2019,SO49859,PO13949161597,10-4020-000643,643,277,2886.28,86.65,2972.93
49860,16-04-2019,23-04-2019,19-04-2019,SO49860,PO13862128354,10-4020-000119,119,285,37997.61,1143.49,39141.1
49861,16-04-2019,23-04-2019,22-04-2019,SO49861,PO15602115974,10-4020-000007,7,276,1328.89,39.91,1368.8
49862,16-04-2019,23-04-2019,19-04-2019,SO49862,PO14355148051,10-4020-000286,286,282,4471.17,133.93,4605.1
49863,17-04-2019,24-04-2019,23-04-2019,SO49863,PO17458152537,10-4020-000577,577,287,107.98,2.92,110.9
49864,18-04-2019,25-04-2019,29-04-2019,SO49864,PO13775121562,10-4020-000618,618,277,45918.55,1376.24,47294.79
49865,18-04-2019,25-04-2019,24-04-2019,SO49865,PO9831136904,10-4020-000081,81,279,42501.9062,1279.91,43781.8162
49866,18-04-2019,25-04-2019,22-04-2019,SO49866,PO13978176491,10-4020-000200,200,283,123.28,3.58,126.86
49867,18-04-2019,25-04-2019,24-04-2019,SO49867,PO11049131583,10-4020-000679,679,278,183.94,5.67,189.61
49868,19-04-2019,26-04-2019,24-04-2019,SO49868,PO11861146173,10-4020-000017,17,277,1516.16,44.65,1560.81
49869,20-04-2019,26-04-2019,24-04-2019,SO49869,PO9657193666,10-4020-000315,315,279,38642.1355,1156.5,39798.6355
49870,21-04-2019,26-04-2019,26-04-2019,SO49870,PO6467181139,10-4020-000660,660,277,56816.5574,1726.98,58543.5374
49871,21-04-2019,26-04-2019,24-04-2019,SO49871,PO4930185924,10-4020-000425,425,285,5292.89,157.73,5450.62
49872,22-04-2019,29-04-2019,30-04-2019,SO49872,PO9947158460,10-4020-000603,603,268,600.26,18.01,618.27
49873,22-04-2019,29-04-2019,25-04-2019,SO49873,PO10179180935,10-4020-000027,27,279,1269.84,37.89,1307.73
49874,22-04-2019,29-04-2019,30-04-2019,SO49874,PO4959111804,10-4020-000269,269,277,508.39,15.68,524.07
49875,23-04-2019,30-04-2019,29-04-2019,SO49875,PO1479173864,10-4020-000673,673,276,540.39,16.66,557.05
49876,25-04-2019,02-05-2019,30-04-2019,SO49876,PO3509138751,10-4020-000139,139,286,11803.966,349.43,12153.396
49877,25-04-2019,02-05-2019,03-05-2019,SO49877,PO3828147687,10-4020-000414,414,277,36459.67,1098.69,37558.36
49878,25-04-2019,02-05-2019,06-05-2019,SO49878,PO3741190259,10-4020-000404,404,279,4568.66,136.77,4705.43
49879,26-04-2019,03-05-2019,07-05-2019,SO49879,PO4495112714,10-4020-000496,496,285,78405.515,2353.31,80758.825
49880,26-04-2019,03-05-2019,30-04-2019,SO49880,PO4350182387,10-4020-000274,274,275,339.73,9.2,348.93
49881,26-04-2019,03-05-2019,03-05-2019,SO49881,PO5365121745,10-4020-000161,161,277,1308.94,39.27,1348.21
49882,27-04-2019,03-05-2019,02-05-2019,SO49882,PO5394119759,10-4020-000094,94,275,57.68,1.56,59.24
49883,27-04-2019,03-05-2019,03-05-2019,SO49883,PO5075163644,10-4020-000344,344,283,89.98,2.44,92.42
49884,27-04-2019,03-05-2019,03-05-2019,SO49884,PO5626129805,10-4020-000166,166,275,97791.3448,2970.32,100761.6648
49885,27-04-2019,03-05-2019,06-05-2019,SO49885,PO6235127142,10-4020-000431,431,277,4263.14,126.25,4389.39
49886,28-04-2019,03-05-2019,30-04-2019,SO49886,PO6554151320,10-4020-000387,387,279,2932.02,87.96,3019.98
49887,29-04-2019,06-05-2019,03-05-2019,SO49887,PO6409178396,10-4020-000292,292,275,3502.52,104.45,3606.97
49888,29-04-2019,06-05-2019,06-05-2019,SO49888,PO6699147895,10-4020-000234,234,277,96605.72,2898.72,99504.44
49889,29-04-2019,06-05-2019,03-05-2019,SO49889,PO7105112550,10-4020-000668,668,287,7149.12,214.78,7363.9
49890,29-04-2019,06-05-2019,06-05-2019,SO49890,PO7859114282,10-4020-000221,221,268,42653.601,1293.86,43947.461
49891,29-04-2019,06-05-2019,07-05-2019,SO49891,PO8410166354,10-4020-000538,538,282,42641.4488,1283.18,43924.6288
49892,30-04-2019,07-05-2019,02-05-2019,SO49892,PO8613133930,10-4020-000641,641,284,968.42,28.97,997.39
49893,30-04-2019,07-05-2019,06-05-2019,SO49893,PO8787173621,10-4020-000523,523,276,31787.2614,955.25,32742.5114
49894,30-04-2019,07-05-2019,08-05-2019,SO49894,PO10092140429,10-4020-000252,252,277,40267.18,1211.49,41478.67
50189,01-05-2019,08-05-2019,10-05-2019,SO50189,PO19923188059,10-4020-000018,18,277,30041.95,908.54,30950.49
50190,01-05-2019,08-05-2019,10-05-2019,SO50190,PO19459170067,10-4020-000334,334,285,767.75,22.38,790.13
50191,01-05-2019,08-05-2019,06-05-2019,SO50191,PO19546193423,10-4020-000206,206,279,40517.88,1219.69,41737.57
50192,01-05-2019,08-05-2019,06-05-2019,SO50192,PO19227162823,10-4020-000210,210,278,5218.99,155.32,5374.31
50193,01-05-2019,08-05-2019,09-05-2019,SO50193,PO18821190133,10-4020-000686,686,286,6320.22,189.14,6509.36
50194,01-05-2019,08-05-2019,03-05-2019,SO50194,PO19024167954,10-4020-000124,124,282,1409.37,42.28,1451.65
50195,01-05-2019,08-05-2019,09-05-2019,SO50195,PO19198175870,10-4020-000653,653,285,29654.23,897.66,30551.89
50196,01-05-2019,08-05-2019,03-05-2019,SO50196,PO18734189502,10-4020-000449,449,277,598.07,18.22,616.29
50197,02-05-2019,09-05-2019,09-05-2019,SO50197,PO17777156799,10-4020-000208,208,285,3218.14,96.54,3314.68
50198,02-05-2019,09-05-2019,09-05-2019,SO50198,PO17400169446,10-4020-000150,150,276,3701.77,111.05,3812.82
50199,02-05-2019,09-05-2019,06-05-2019,SO50199,PO17748185472,10-4020-000102,102,278,23863,718.33,24581.33
50200,02-05-2019,09-05-2019,09-05-2019,SO50200,PO17806151620,10-4020-000101,101,285,5605.2,167.94,5773.14
50201,02-05-2019,09-05-2019,10-05-2019,SO50201,PO16849190451,10-4020-000198,198,277,1879.16,56.38,1935.54
50202,02-05-2019,09-05-2019,07-05-2019,SO50202,PO17313159260,10-4020-000389,389,285,2550.08,76.24,2626.32
50203,03-05-2019,10-05-2019,09-05-2019,SO50203,PO17603125956,10-4020-000012,12,278,39485.0918,1210.13,40695.2218
50204,03-05-2019,10-05-2019,13-05-2019,SO50204,PO16733169352,10-4020-000533,533,285,97596.87,2929.29,100526.16
50205,03-05-2019,10-05-2019,08-05-2019,SO50205,PO16762191475,10-4020-000259,259,268,5255.26,156.64,5411.9
50206,03-05-2019,10-05-2019,09-05-2019,SO50206,PO16414158832,10-4020-000236,236,283,59836.1926,1800.25,61636.4426
50207,03-05-2019,10-05-2019,09-05-2019,SO50207,PO16878115745,10-4020-000115,115,276,736.15,22.7,758.85
50208,03-05-2019,10-05-2019,08-05-2019,SO50208,PO15689114248,10-4020-000328,328,275,94672.91,2844.08,97516.99
50209,03-05-2019,10-05-2019,13-05-2019,SO50209,PO15573136083,10-4020-000487,487,287,30242.63,902.32,31144.95
50210,04-05-2019,10-05-2019,09-05-2019,SO50210,PO15631112842,10-4020-000043,43,276,36879.21,1110,37989.21
50211,05-05-2019,10-05-2019,07-05-2019,SO50211,PO15254183241,10-4020-000377,377,277,9795.05,293.2,10088.25
50212,05-05-2019,10-05-2019,10-05-2019,SO50212,PO15051162285,10-4020-000207,207,279,6670.4128,198.87,6869.2828
50213,05-05-2019,10-05-2019,07-05-2019,SO50213,PO15370194449,10-4020-000381,381,275,26985.2,816.54,27801.74
50214,05-05-2019,10-05-2019,07-05-2019,SO50214,PO15196120916,10-4020-000258,258,276,50702.01,1525.58,52227.59
50215,06-05-2019,13-05-2019,13-05-2019,SO50215,PO14529171237,10-4020-000289,289,287,3792.93,113.52,3906.45
50216,06-05-2019,13-05-2019,08-05-2019,SO50216,PO14558158414,10-4020-000002,2,283,1484.44,43.79,1528.23
50217,06-05-2019,13-05-2019,15-05-2019,SO50217,PO14500116814,10-4020-000650,650,276,32359.86,978.77,33338.63
50218,07-05-2019,14-05-2019,16-05-2019,SO50218,PO14442144367,10-4020-000127,127,287,34098.4736,1023.38,35121.8536
50219,07-05-2019,14-05-2019,10-05-2019,SO50219,PO13601184388,10-4020-000310,310,275,448.74,12.15,460.89
50220,07-05-2019,14-05-2019,09-05-2019,SO50220,PO13311179597,10-4020-000301,301,286,12417.16,372.69,12789.85
50221,07-05-2019,14-05-2019,10-05-2019,SO50221,PO13572116484,10-4020-000527,527,281,44987.74,1354.1,46341.84
50222,07-05-2019,14-05-2019,13-05-2019,SO50222,PO13427181046,10-4020-000638,638,286,93455.2238,2821.19,96276.4138
50223,07-05-2019,14-05-2019,09-05-2019,SO50223,PO12789143538,10-4020-000677,677,285,1590.01,46.65,1636.66
50224,08-05-2019,15-05-2019,10-05-2019,SO50224,PO12731112971,10-4020-000247,247,286,4003.19,119.22,4122.41
50225,08-05-2019,15-05-2019,17-05-2019,SO50225,PO12702153410,10-4020-000175,175,286,67717.48,2041.1,69758.58
50226,08-05-2019,15-05-2019,16-05-2019,SO50226,PO12499165634,10-4020-000078,78,276,56174.3654,1688.34,57862.7054
50227,09-05-2019,16-05-2019,16-05-2019,SO50227,PO11948114238,10-4020-000564,564,276,149.03,4.6,153.63
50228,10-05-2019,17-05-2019,21-05-2019,SO50228,PO11629145611,10-4020-000396,396,277,28292.12,854.56,29146.68
50229,10-05-2019,17-05-2019,14-05-2019,SO50229,PO10991189322,10-4020-000570,570,278,2504.5,75,2579.5
50230,10-05-2019,17-05-2019,17-05-2019,SO50230,PO11542120242,10-4020-000062,62,279,8074.41,242.28,8316.69
50231,10-05-2019,17-05-2019,15-05-2019,SO50231,PO11571129150,10-4020-000512,512,279,45752.33,1377.87,47130.2
50232,10-05-2019,17-05-2019,21-05-2019,SO50232,PO11020171211,10-4020-000336,336,278,26154.4014,790.97,26945.3714
50233,11-05-2019,17-05-2019,15-05-2019,SO50233,PO10469158272,10-4020-000335,335,285,3870.7,115.59,3986.29
50234,11-05-2019,17-05-2019,16-05-2019,SO50234,PO10150134950,10-4020-000009,9,279,517.18,14.67,531.85
50235,11-05-2019,17-05-2019,21-05-2019,SO50235,PO10121141993,10-4020-000684,684,277,38464.45,1162.11,39626.56
50236,11-05-2019,17-05-2019,20-05-2019,SO50236,PO957169818,10-4020-000376,376,282,26839.0222,802.68,27641.7022
50237,12-05-2019,17-05-2019,20-05-2019,SO50237,PO928122277,10-4020-000484,484,282,30197.4054,904.2,31101.6054
50238,12-05-2019,17-05-2019,17-05-2019,SO50238,PO609198092,10-4020-000492,492,276,159.53,4.32,163.85
50239,12-05-2019,17-05-2019,21-05-2019,SO50239,PO638156203,10-4020-000280,280,285,1743.43,50.8,1794.23
50240,13-05-2019,20-05-2019,15-05-2019,SO50240,PO754129966,10-4020-000645,645,283,65.6,2.02,67.62
50241,13-05-2019,20-05-2019,15-05-2019,SO50241,PO18908114626,10-4020-000164,164,283,153.56,4.16,157.72
50242,13-05-2019,20-05-2019,21-05-2019,SO50242,PO1595193228,10-4020-000426,426,278,36530.4,1088.64,37619.04
50243,13-05-2019,20-05-2019,21-05-2019,SO50243,PO1769116006,10-4020-000540,540,277,20139.06,604.26,20743.32
